Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,24
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,500
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,387
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,277
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_LNDSL,727
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,,1266
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,,490
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000002,,301
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,46
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,102
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,158
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,7747
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,1626
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,2226
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,49
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,177
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,43
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,,7842
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,,7577
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,,10079
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,53
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,100
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,60
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,3904
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,926
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,264
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,,3957
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,,5921
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,,6070
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,929
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,106
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,562
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,119780
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,58162
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,48985
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,2341
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,12011
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,1849
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,139
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,135
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,512
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,54
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,154
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,1259
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,,123243
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,,70606
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,,54690
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,2469
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,220
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,71
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,823
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,872
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,792
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,228
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,36
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,132
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_LNDSL,35
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_LNDSL,27
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,,3555
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,,1161
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,,1030
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,511
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,606
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,543
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,31622
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,53397
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,38110
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,4943
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,16708
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,8089
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3133
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1845
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,10339
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,,40209
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,,72556
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000007,,57092
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,2037
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,742
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,1457
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,127018
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,176912
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,71550
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,3403
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,45045
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,14852
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,4402
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3866
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,5173
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,,136860
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,,226615
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,,93079
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,1553
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,938
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,737
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,10400
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,155200
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,25991
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,1657
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,63128
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,4850
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1178
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,416
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,97
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,95
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,105
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,,14883
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,,219800
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,,31696
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,86
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,216
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,231
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,6190
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,185
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,3900
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,191
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,254
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,343
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,,6467
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,,810
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,,4891
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,682
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,2418
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,1016
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,49427
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,26531
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,1550
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,919
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,2081
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,3528
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,229
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,1214
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,156
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,,51257
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,,35731
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,,92096
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,1647
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,953
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,733
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,2861
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,4551
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,1377
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,41740
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,2073
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,6110
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,26047
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,52227
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,,11995
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,,80196
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,,55398
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,535
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,1455
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,1576
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,14246
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,6221
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,374
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,555
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,518
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,2297
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,,15336
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,,8758
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000012,,5265
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,1404
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,948
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,654
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,453100
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,125068
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,73308
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,2786
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,15093
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,7992
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1905
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,5124
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,10697
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,,459195
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,,146233
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000014,,92673
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,53
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,249
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,186
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,3087
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,6273
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,687
2015,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,,3140
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,,8922
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000015,,1809
2016,CL_SERIES.VC_DSR_AFFCT,,CL_COMP_BREAKDOWN.HZT_ERQAK,72
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1300
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1221
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,14
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,48
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,5592
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,5596
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,66
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,2000
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,82
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,4813
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,3298
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_LNDSL,38
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,6
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,35
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_ERQAK,38
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,7
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,25
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,5
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,22
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,13
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,21
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,32
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,46
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,240
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_CNFLCT,120
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_ERQAK,5
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,14
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,150
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_LNDSL,16
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,3452
2017,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,85696
2016,CL_SERIES.VC_DSR_AFFCT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,4
