Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,26
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,22
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,34
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,4046
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,51966
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,7716
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,17
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,50
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,52
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,1425
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,40
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,1334
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,30
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,66
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,98
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,1472
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,186
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,1553
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,114
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,559
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,205
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,9040
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,6374
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,401
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,285
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,471
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,1381
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,29
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,412
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,28
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,9468
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,8570
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,17575
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,283
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,200
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,164
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,619
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,1007
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,353
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,9899
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,700
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,1520
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,5298
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,10115
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,,2775
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,,16407
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,,11041
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,121
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,279
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,370
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,3761
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,1957
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,103
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,117
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,123
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_STORM,447
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,,3999
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,,2466
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,,1163
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,338
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,253
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,159
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,107809
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,36230
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,18690
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,660
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,4162
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,2039
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,550
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1245
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2660
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,,109357
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,,41890
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,,23550
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,9
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,64
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,38
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,760
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,1470
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,168
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,,769
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,,2088
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,,436
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_ERQAK,12
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_OTHER,769
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_OTHER,16683
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,213
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,229
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,8
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,1037
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,1007
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,19
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,15
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,761
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,1041
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_LNDSL,8
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,1
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_ERQAK,5
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,5
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,9
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,13
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,36
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_CNFLCT,20
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_ERQAK,1
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,26
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_LNDSL,6
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,745
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,15534
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,20
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_ERQAK,6
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,97
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,242
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,498
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,80
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,56
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,34
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,38
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_CNFLCT,362
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_OTHER,112
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,851
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_OTHER,4
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,4
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_OTHER,20
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,42
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_OTHER,116
